Age,Ever_Married,Cluster
50.01163519429882,0.6700511322928321,0
49.22194416735556,0.6715112879078744,0
50.693682449075965,0.669664441862704,1
51.552100442432604,0.6677514598367504,1
50.2933440477968,0.6711773201788759,1
49.834757368793326,0.6700873084378483,0
48.83081578025002,0.6738600715350843,1
49.6400532102357,0.6721445947851259,1
51.49571344719127,0.6688207600652416,1
50.19929128894903,0.672187055321371,1
50.09047932616948,0.6709485451759127,0
50.09983990084019,0.671055088302246,0
50.849449964144,0.6694327227556623,0
49.30257051302873,0.6725801709804512,0
50.81262818387681,0.6708806747444477,0
51.206548463452215,0.6694350021200944,0
41.68752461824193,0.4443378608001509,3
38.04644144196815,0.4354694833611076,4
50.688549250180714,0.6714886601695453,2
42.104089550812624,0.43413425379166004,3
42.64714411396698,0.43346018553693827,3
43.470654314284765,0.43288065227128897,3
42.02394833657717,0.42565684465881715,3
42.022625614999185,0.42551692599034674,3
43.194636731368995,0.43275949890385823,3
36.92680634140064,0.440994419221736,4
50.29349259696522,0.6732592653313115,2
37.26680991893694,0.43633935701665927,4
36.90896086959367,0.44057861988753766,4
37.13217380701432,0.43961876113060744,4
37.036599138572306,0.43730153111819203,4
50.30540534782577,0.673394857617529,2
51.46396339837509,0.6701680641378498,2
37.24606894486032,0.4358152241087868,4
37.717682084868805,0.43388474299757407,4
49.94455646338104,0.6735843236784622,2
37.236767694218706,0.435580177696423,4
37.93118771627873,0.43977854053798926,5
37.95739830723646,0.44050208078139835,5
37.7283458598472,0.4413959933439794,5
37.71433692354307,0.44102635199345613,6
39.4516078152888,0.4373181618506378,5
38.256599644722776,0.4415518174685191,5
37.26176544010384,0.44276074034380397,6
37.488300111206996,0.4419365048705092,6
37.60717256758605,0.44494046051876934,5
37.26667700962904,0.4428798224865662,6
38.30125716102186,0.4428442815787844,5
37.15961353674046,0.44641882480013245,6
37.76437018158558,0.44234653510175237,6
37.4348336911638,0.4469568202475048,5
37.10305958924876,0.44510111832715793,6
37.795531273755884,0.44316875514355636,6
38.1014068292497,0.44447741888951053,6
37.138547452075656,0.4459279852150246,6
37.23756405514928,0.4482350711849511,6
38.122967594742455,0.44507260125445125,6
38.3533343053175,0.44435148228194166,6
37.84099967984337,0.4443684895607486,6
37.5694100974118,0.4502196564425377,5
37.64815117826496,0.4521287522179907,6
38.459797200483266,0.44743269867013336,6
